id,name,context,type
EFO_0004354_GCST003837,Nhịp sinh học,"Trait: Nhịp sinh học 
Thuoc Nhom: Nhịp sinh học 
Goi y chuyen gia:Duy trì lịch sinh hoạt đều đặn: bạn nên tập trung vào việc duy trì thời gian ngủ đều đặn và chất lượng giấc ngủ. Bạn có thể sử dụng các thiết bị thông minh như đồng hồ để biết chất lượng giấc ngủ. Ở người trưởng thành, một giấc ngủ 8 tiếng bao gồm từ 60-120 phút ngủ sâu được cho là đảm bảo về chất lượng. Tập luyện thể thao: Bạn phù hợp cho việc tập luyện thể thao vào hầu hết các khung giờ với tinh thần tỉnh táo. Đây là điểm mạnh để bạn phát triển các yếu tố thể chất như tốc độ, sức mạnh và kích thước cơ bắp. 
Gioi thieu:Nhịp sinh học là đồng hồ sinh học tự nhiên của cơ thể điều chỉnh các kiểu đánh thức giấc ngủ và các chức năng sinh lý khác nhau. Những nhịp điệu này có thể thay đổi từ người này sang người khác, dẫn đến chúng ta tỉnh táo vào những khung giờ khác nhau, có thể là sáng sớm như chú chim sâu, hay đêm muộn như những con cú đêm. Điều chỉnh lịch trình hàng ngày để phù hợp với khuynh hướng sinh học có thể nâng cao năng suất và sức khỏe tổng thể.
 
Ket luan:Bạn có khả năng thức dậy phù hợp với giờ giấc sinh học thông thường, cho phép họ hoạt động tốt trong cả hai giai đoạn.",trait
W_Ad_Big5_4,Tận tâm - Thận trọng,"Trait: Tận tâm - Thận trọng 
Thuoc Nhom: Mô hình tính cách Big 5 
Goi y chuyen gia:nan 
Gioi thieu:Tận tâm là phẩm chất thể hiện sự nghiêm túc, đầu tư cho công việc, có ý thức đối xử công bằng với người khác và tự chịu trách nhiệm về mặt đạo đức đối với công việc của mình.

Đặc trưng cơ bản của tinh thần tận tâm, cẩn trọng là sự suy xét kỹ lưỡng, kiềm chế cảm xúc tức thời và kiên trì theo đuổi mục tiêu.

Thang đo tính cách tận tâm trải dài giữa hai cực đối lập: Bản năng, thoải mái (tận tâm thấp) đến cẩn trọng, trách nhiệm (tận tâm cao). Hầu hết chúng ta ở giữa và chịu ảnh hưởng bởi hai cực này. Các đặc trưng của hai khuynh hướng: Nhìn chung, người có tính cách tận tâm, thận trọng cao thường sống và làm việc ngăn nắp, chú ý đến chi tiết, lên kế hoạch tốt cho mọi thứ, cân nhắc hành vi của mình sẽ ảnh hưởng đến người khác và tiến độ công việc như thế nào.

Với chỉ số tận tâm, thận trọng thấp, nhóm người này sẽ lựa chọn các phương án dễ dàng, khiến họ vui vẻ, thoải mái ở hiện tại; đồng thời, họ cảm thấy áp lực, mệt mỏi khi phải hoàn toàn tuân theo kế hoạch. 
Ket luan:Thay vì cẩn trọng, đắn đo, ngăn nắp, bạn có khuynh hướng hành động dứt khoát, phản xạ ngay lập tức theo bản năng, trực giác (đã hình thành trong thời gian dài). Bạn tin vào suy nghĩ, cảm xúc và phán đoán của bản thân tại thời điểm, hoàn cảnh đang đối diện. Tính cách này giúp bạn gan dạ, thoải mái và nhanh chóng thoát khỏi các tình huống khẩn cấp, nguy hiểm. Tuy nhiên, ở bối cảnh trang trọng hơn, bản năng này có thể khiến bạn hơi thiếu cẩn thận, kém nề nếp hơn mọi người. Ngoài ra, bạn cũng nên cảnh giác và vượt qua những thỏa mãn nhất thời, có như vậy mới đạt được mục tiêu và thành tựu lớn hơn trong tương lai.",trait
healthrisk_inhouse8,Bệnh Gút,"Trait: Bệnh Gút 
Thuoc Nhom: Bệnh liên quan đến chuyển hóa 
Goi y chuyen gia:Uống nước đầy đủ (khoảng 2-4l mỗi ngày), có thể uống các loại nước khoáng kiềm đóng chai (pH >7).
Có chế độ ăn uống lành mạnh, cân bằng. Ăn nhiều loại trái cây và rau xanh, tăng cường các loại hạt, ngũ cốc nguyên cám, các loại đậu. Chọn các thực phẩm sữa ít béo, tách kem. Có thể ăn trứng và các loại thịt nạc ở mức độ vừa phải.
Uống các loại nước ít đường như cà phê, trà xanh…
Tập thể dục thường xuyên, nhưng tránh cường độ cao hoặc bài tập tạo nhiều áp lực lên khớp.
Bỏ thuốc lá (nếu có).
Hạn chế thức uống có cồn. Nên có những ngày trong tuần không uống rượu bia. 
Gioi thieu:Bệnh Gút (hay Gout) còn gọi là thống phong, là căn bệnh do rối loạn chuyển hóa axit uric. Sự rối loạn này dẫn đến lắng đọng các tinh thể muối urat ở các mô, tổ chức, thường gặp ở màng hoạt dịch khớp gây viêm khớp…
 
Ket luan:Số lượng biến thể được chúng tôi khảo sát để tạo ra kết quả báo cáo gen này là: 247,151 biến thể
7% những người có chỉ số nguy cơ đa gen PRS cao nhất trong quần thể được đánh giá là có nguy cơ Bệnh Gút
Kết quả phân tích đa gen cho thấy nguy cơ mắc bệnh Bệnh Gút của bạn ở mức 96.0%, đây là mức Nguy cơ cao. (*)
(*) Đây là mô hình dự đoán dựa trên dữ liệu nguồn gen của bạn. Các yếu tố khác chưa được đo lường trong báo cáo này như môi trường, lối sống, chế độ dinh dưỡng, rèn luyện thể chất... hoàn toàn có thể ảnh hưởng đến khả năng mắc bệnh.",trait
S10,Độ đàn hồi da,"Trait: Độ đàn hồi da 
Thuoc Nhom: Lão hóa da 
Goi y chuyen gia:Sử dụng retinoids kê toa có thể giảm và đảo ngược tác động lão hóa ảnh hưởng đến da.
 Sử dụng dưỡng chất dưới dạng serum tinh chất hoặc kem có chứa thành phần axit hyaluronic có thể giúp da lấy lại độ đàn hồi tự nhiên.
 Uống các viên uống bổ sung chứa axit hyaluronic cũng có thể có lợi.
Đây là dòng kem không kê đơn, phổ biến trên thị trường mỹ phẩm, có thể dùng bôi trực tiếp lên da, hỗ trợ quá trình sản xuất elastin, từ đó lấy lại độ đàn hồi của da, hỗ trợ tái tạo, phục hồi do sẹo rạn, sẹo bỏng. Kem dưỡng cho vùng mắt thường chứa vitamin K để giảm quầng thâm, vết bầm tím. Ngoài ra, khi bổ sung vitamin K qua thực phẩm còn hỗ trợ tăng sinh elastin trong phổi, mạch máu và các cơ quan nội tạng khác. 
Một nghiên cứu cho thấy lượng flavonoids trong hạt cacao, một hợp chất có trong chocolate, giúp tăng độ đàn hồi cho da mặt và giảm nếp nhăn. Vì vậy, cân nhắc dùng cacao hàng ngày để tăng cường lưu thông máu, hỗ trợ phòng ngừa lão hóa sớm. Chocolate là sản phẩm từ hạt cacao với đường, sữa và các phụ gia khác, dễ gây ""nghiện"" và tăng cân. 
Đảm bảo trang phục, kem chống nắng và hạn chế phơi nắng trong thời gian dài, vào những khung giờ có cường độ tia UV cao, để tránh làm đứt gãy elastin và collagen trên da, đặc biệt nếu bạn có làn da trắng.
Đường đơn (glusose, fructose, galactose) có nhiều trong quả tươi, thực phẩm đã qua chế biến có bổ sung chất tạo ngọt. Các phân tử đường đi vào máu, đến các mô (mô da), làm tăng nồng độ đường đơn quanh các sợi elastin và collagen, gây suy thoái và phá vỡ.
Theo thời gian, làn da có xu hướng mất dẫn độ đàn hồi. Vì vậy ở độ tuổi càng lớn càng thận trọng để lựa chọn các biện pháp tăng sinh collagen, elastin tự thân và an toàn. Tại Vinmec, phương pháp trẻ hoá da bằng FGF (Fibroblast Growth Factor) giúp kích hoạt fibroblast, một cytokine do tiểu cầu hoặc tế bào gốc dây rốn tiết ra, từ đó gia tăng các chất nền cấu tạo da (như collagen, elastin) hỗ trợ chữa lành vết thương, tái tạo da, cải thiện sẹo và các mạch máu nuôi da. Tham khảo phương pháp nà 
Gioi thieu:Nếu collagen là chất nền giúp da căng chắc thì phân tử elastin lại có đặc tính dẻo dai, đàn hồi như sợi dây thun bám xung quanh collagen. Nhờ tính đàn hồi mà làn da không bị chảy xệ, nhăn nheo. Tỷ lệ elastin thấp hơn collagen và dễ phá hủy hơn, khả năng sinh ra ít hơn. Việc tiêm botox sẽ làm da tăng sinh collagen nhanh chóng, giảm nếp nhăn, nhưng thiếu elastin nên da căng cứng, thiếu độ mềm mại, đàn hồi.
Sự đàn hồi của da do gen tác động lên số lượng và chất lượng elastin, bên cạnh nhiều tác nhân khác. Elastin là phân tử protein được sinh ra bởi nguyên bào sợi, nằm giữa trung bì và hạ bì da. FGF (fibroblast growth factor) có nhiều trong EV giúp kích hoạt nguyên bào sợi tăng sinh và làm việc. Đây là phương pháp tăng sinh collagen cũng như elastin theo cách an toàn và sinh lý.
 
Ket luan:Kiểu gen của bạn có liên quan đến độ đàn hồi của da ở mức bình thường.
Đây là lợi thế để sở hữu làn da săn chắc, đầy sức sống.",trait
EFO_0004589_GCST001462,Chu vi bắp tay,"Trait: Chu vi bắp tay 
Thuoc Nhom: Thể chất - cơ bắp 
Goi y chuyen gia:Tập trung vào thể lực tổng thể: Mặc dù khuynh hướng di truyền đối với chu vi bắp tay có thể thấp hơn, hãy tập trung vào thể lực tổng thể và sức mạnh chức năng. Kết hợp các bài tập toàn thân như tập luyện trọng lượng cơ thể, yoga và tập luyện chức năng để cải thiện tình trạng thể chất tổng thể.Chế độ ăn uống cân bằng: Đảm bảo rằng chế độ ăn uống được làm tròn và cung cấp các chất dinh dưỡng thiết yếu cho sức khỏe tổng thể. Kết hợp nhiều trái cây, rau và ngũ cốc nguyên hạt.Tham khảo ý kiến một chuyên gia thể dục: Cân nhắc làm việc với một huấn luyện viên thể dục, người có thể điều chỉnh kế hoạch tập luyện theo nhu cầu và mục tiêu cụ thể, ngay cả với khuynh hướng di truyền thấp hơn đối với chu vi bắp tay. 
Gioi thieu:Chu vi bắp tay bị ảnh hưởng bởi cả yếu tố di truyền và lựa chọn lối sống. Mặc dù di truyền có thể ảnh hưởng đến việc mỗi người có chu vi cánh tay lớn hoặc nhỏ, nhưng việc lựa chọn lối sống và tập thể dục sẽ tác động đáng kể đến sức mạnh thực tế và sự phát triển cơ bắp. Chu vi bắp tay còn được sử dụng để theo dõi tình trạng dinh dưỡng của bệnh nhân trong các tình huống khẩn cấp và được khuyến nghị để đánh giá tình trạng suy dinh dưỡng cấp tính ở người lớn. Các bài tập có định hướng, dinh dưỡng hợp lý và thể lực tổng thể là những yếu tố chính trong việc tối ưu hóa chu vi cánh tay, bất kể khuynh hướng di truyền.
 
Ket luan:Những người có khuynh hướng di truyền thấp đối với chu vi bắp tay ít có khả năng sở hữu bắp tay lớn, điều này có thể dẫn đến giảm nhẹ sức mạnh cánh tay và khối lượng cơ bắp.",trait
W_Ad_Big5_5,Dễ chịu,"Trait: Dễ chịu 
Thuoc Nhom: Mô hình tính cách Big 5 
Goi y chuyen gia:nan 
Gioi thieu:Dễ chịu, hòa đồng là xu hướng thể hiện lòng trắc ẩn, sự tin tưởng, tốt bụng và hợp tác với người khác. Đặc trưng này thường dẫn đến việc ưu tiên nhu cầu, lợi ích của người khác lên trước nhu cầu bản thân.

Thang đo tính cách dễ chịu trải dài qua hai cực: Đa nghi, cạnh tranh (dễ chịu thấp) đến cảm thông, hợp tác (dễ chịu cao). Trong thực tế, hầu hết chúng ta ở giữa thang đo này. Các đặc trưng của hai khuynh hướng: Nhìn chung, người dễ chịu mong muốn tạo niềm vui từ việc giúp đỡ, quan tâm người khác. Họ vị tha, tin tưởng và muốn hợp tác hơn là cạnh tranh.

Người khó chịu, dễ nghi ngờ thường thích môi trường cạnh tranh, đôi khi là áp đặt người khác. Điều này khiến họ có vẻ khó gần, kém thân thiện. Bù lại, nếu có bạn bè sở hữu khuynh hướng này thì họ sẽ đưa cho bạn lời khuyên thực tế, hữu ích, thẳng thắn để tránh gặp phải sự lừa dối hay thất vọng.

Ở góc nhìn ngược lại, quá dễ chịu cũng không hẳn tốt. Bạn sẽ luôn phải đấu tranh để “hy sinh” mong muốn, nhu cầu và kế hoạch của mình vì “đụng chạm” lợi ích của người khác. Vì vậy, nhóm người này cần mạnh mẽ để đưa ra quyết định khó khăn, nhất là khi liên quan đến sự nghiệp, nếu chỉ mãi nghĩ cho người khác, họ sẽ bỏ lỡ cơ hội của mình. 
Ket luan:Tính cách này khiến bạn có xu hướng đặt ra câu hỏi, hoài nghi, phản biện, khó bằng lòng và quyết đi đến cùng những vấn đề chưa thuyết phục. Điều này có thể khiến bạn bị hiểu nhầm là khó gần, khó chịu, khó kết bạn. Nhưng thực ra, bạn hoàn toàn hào hứng kết thân với những người có cùng đam mê, quan điểm, thú vui và đồng hành với nhau để cùng tiến bộ trong tương lai.",trait
healthrisk_inhouse_T2d_1,Tiểu đường type 2,"Trait: Tiểu đường type 2 
Thuoc Nhom: Bệnh liên quan đến chuyển hóa 
Goi y chuyen gia:Khống chế lượng muối dưới 5g/ngày (2,000 mg Na/ngày).Hạn chế các thực phẩm chế biến sẵn chứa nhiều muối: Dưa muối, cà muối, mì tôm, xúc xích...Hạn chế cho thêm nước mắm, gia vị khi ăn uống, có thể pha loãng nước mắm, nước tương, chao… khi chấm.Người đã tăng huyết áp và suy thận nên hỏi ý kiến bác sĩ hoặc chuyên gia dinh dưỡng về chế độ ăn cụ thể.
Người thừa cân, béo phì cần giảm cân. Mục tiêu là giảm 5-10% trọng lượng cơ thể trong vòng 3-6 tháng (giảm từng giai đoạn, không giảm đột ngột).
Tính toán cân nặng và vòng eo tối đa (lý tưởng) để bạn phòng ngừa bệnh Tiểu đường.
Thức uống có nồng độ cồn cao có thể làm hạ đường huyết. Mỗi ngày chỉ nên uống dưới 120 ml rượu vang, 300 ml bia hoặc 30ml rượu mạnh.
Có người thân đời thứ nhất (bố mẹ, anh chị em ruột, con đẻ) bị Tiểu đường.Tiền sử bệnh tim mạch do xơ vữa động mạch.Tăng huyết áp (HA ≥ 140/90 mmHg hoặc đang điều trị THA) - HDL cholesterol 250mg/dL (2,8mmol/L).Phụ nữ bị hội chứng buồng trứng đa năng.Người ít hoạt động thể lực.Người có các tình trạng lâm sàng khác liên quan với kháng insulin (như dấu gai đen acanthosis nigricans).
3. Phụ nữ đã được chẩn đoán Tiểu đường thai kỳ cần theo dõi lâu dài, xét nghiệm ít nhất sau mỗi 3 năm.
4. Nếu các kết quả bình thường, xét nghiệm sẽ được làm lại trong vòng 1- 3 năm sau hoặc thời gian ngắn hơn, tùy theo kết quả ban đầu và các yếu tố nguy cơ. 
Gioi thieu:Theo dữ liệu của Liên đoàn Đái tháo đường Quốc tế (IDF) năm 2019 trên người trưởng thành (từ 20 đến 79 tuổi).<br /><ul class=""t2d__list-2-grid""><li>Cứ 11 người có 1 người phải sống chung với bệnh Đái tháo đường. Chính xác là có 463 triệu người trên toàn cầu mắc ĐTĐ.</li><li>Gần 50% bệnh nhân ĐTĐ không được chẩn đoán và nhận biết tình trạng của mình.</li><li>Tại Việt Nam, ước tính khoảng 7.1% người trưởng thành mắc bệnh Tiểu đường, theo thống kê của Bộ Y tế năm 2021.</li><li>Ước tính, > 4 triệu người đã tử vong vì các nguyên nhân liên quan đến ĐTĐ trong năm 2019.</li></ul>
 
Ket luan:Nguy cơ mắc bệnh Tiểu đường của bạn được phân tích và dự đoán dựa trên chỉ số nguy cơ đa gen (PRS - Polygenic Risk Score), thông qua việc khảo sát hàng trăm đến hàng nghìn biến thể di truyền trong toàn bộ hệ gen. 183.695 biến thể được sử dụng trong mô hình tính toán PRS cho nguy cơ bệnh Tiểu đường của bạn. Mô hình này đã được kiểm định trên 2.600 người Việt Nam (bao gồm 1.000 mẫu bệnh Tiểu đường và 1.600 mẫu người khoẻ đối chứng).
Kết quả phân tích gen cho thấy bạn có nguy cơ mắc Tiểu đường type 2 cao hơn 25.0% người trong quần thể người Việt. Điều này có nghĩa là nguy cơ của bạn Nguy cơ thấp.
Chỉ số PRS cho thấy nguy cơ mắc bệnh Tiểu đường type 2 (do yếu tố gen di truyền) của bạn ở mức Nguy cơ thấp. Theo độ tuổi hiện tại, nguy cơ của bạn có thể tăng gấp 1.36 lần trong 10 năm tới.
Chỉ số PRS cho thấy nguy cơ phát triển bệnh Tiểu đường type 2 (do yếu tố gen di truyền) của bạn ở mức Nguy cơ thấp. Khi vượt qua ngưỡng 70 tuổi, nguy cơ mắc bệnh sẽ không đổi, không tăng theo tuổi tác.
",trait
S15,Rạn da,"Trait: Rạn da 
Thuoc Nhom: Lão hóa da 
Goi y chuyen gia:Xem xét các kết quả (giải mã gen) khác liên quan đến rạn da như suy thoái collagen, độ đàn hồi (elastin), nhu cầu vitamin C, vitamin K. Vì đây là các yếu tố tác động qua lại với nguy cơ rạn da. Từ đó, bổ sung các thực phẩm giàu protein, vitamin C, vitamin K (cam, bưởi, đào, uống sữa…) để cơ thể sản xuất collagen và elastin bù lại.
Các sản phẩm có chứa tinh chất rau má (như dầu thảo dược rau má, kem bôi rạn da) hoặc các dòng mỹ phẩm chứa axit hyaluronic (như serum, lotion, booster) có thể ngăn ngừa rạn da, dưỡng ẩm, giúp da căng mịn tự nhiên, tăng cường sản sinh collagen và xây dựng mô da.
Khi tăng cân đột ngột, vùng da bụng, ngực, mông, đùi hoặc bắp chân là những nơi dễ bị rạn nhất. Các vết rạn ban đầu màu tím, đỏ, hay trắng tùy vào cơ địa mỗi người; tiếp đó chuyển thành màu xám, đen hoặc đỏ sau khi sinh. Vì vậy, cần duy trì cân nặng, không nên để tăng cân đột ngột. 
Gioi thieu:Giống như các loại sẹo khác, vết rạn da sẽ tồn tại vĩnh viễn. Tùy cơ địa và tình trạng da của mỗi người (ở mỗi giai đoạn), mức độ rạn sẽ xảy ra ít hay nhiều. Việc hiểu rõ làn da từ gen sẽ giúp chăm sóc da chủ động, ngăn ngừa và hạn chế rạn da trước khi tiến trình đó diễn ra. Ngoài ra sau khi rạn da, việc điều trị nếu được cá nhân hóa cho mỗi làn da sẽ giúp làm mờ vết rạn hiệu quả.
 
Ket luan:Kiểu gen của bạn có liên quan đến khuynh hướng rạn da ở mức bình thường.",trait
EFO_0004845_GCST002933,Nồng độ magiê,"Trait: Nồng độ magiê 
Thuoc Nhom: Khoáng chất 
Goi y chuyen gia:Duy trì chế độ ăn uống cân bằng: bạn nên ưu tiên trong chế độ ăn các loại thực phẩm giàu magiê như rau xanh, các loại hạt và ngũ cốc nguyên hạt. Đồng thời uống đủ nước để duy trì sự cân bằng magie.  Hoạt động thể chất: Bạn nên tăng cường hoạt động thể chất, tập luyện thể thao để tăng chuyển hóa, tạo điều kiện hấp thụ magie nhiều hơn. Hấp thụ đủ lượng magie giúp bạn có giấc ngủ tốt, đồng thời giúp cơ thể hồi phục và phát triển cơ bắp tối ưu. 
Gioi thieu:Magiê là một khoáng chất thiết yếu đóng vai trò quan trọng trong các quá trình sinh lý khác nhau, bao gồm co cơ, chức năng thần kinh và sản xuất năng lượng. Các yếu tố di truyền có thể ảnh hưởng đến khuynh hướng của một cá nhân đối với nồng độ magiê cao, trung bình hoặc thấp. Lựa chọn dinh dưỡng và lối sống hợp lý là rất quan trọng trong việc quản lý nồng độ magiê và đảm bảo cơ bắp và sức khỏe tổng thể tối ưu. Bằng cách làm theo hướng dẫn chế độ ăn uống và tham khảo ý kiến của các chuyên gia chăm sóc sức khỏe khi cần thiết, các cá nhân có thể giải quyết khuynh hướng di truyền của họ đối với nồng độ magiê và duy trì sức khỏe của họ.
 
Ket luan:Bạn có thể được các lợi ích điển hình khi nạp magie, ví dụ như duy trì cân bằng điện giải trong cơ thể.",trait
S12,Da mi chảy xệ,"Trait: Da mi chảy xệ 
Thuoc Nhom: Lão hóa da 
Goi y chuyen gia:Sử dụng mặt nạ, kem dưỡng chuyên biệt cho vùng da quanh mắt. Vì thiếu độ ẩm có thể làm tăng sự xuất hiện của các nếp nhăn sớm hơn.
Ăn uống thực phẩm chứa vitamin K hoặc bôi kem dưỡng (chứa vitamin K) lên vùng da mi mắt, thúc đẩy tạo ra elastin, phục hồi sức sống làn da, làm mờ quầng thâm ""gấu trúc"" do cải thiện mạch máu dưới da.
Da cần thời gian nghỉ ngơi thư giãn, không làm việc để đào thải độc tố, phục hồi, tăng sinh collagen, elastin dưới da, tái tạo tế bào. Thiếu ngủ, căng thẳng sẽ khiến da mi làm việc ""quá tải"", mạch máu ở khu vực này bị thiếu tuần hoàn và dinh dưỡng. 
Hãy thay đổi một vài thói quen nhỏ để có giấc ngủ chất lượng:
 Ngâm chân trong nước muối gừng ấm (40-42 độ C) trước khi ngủ 30' mỗi đêm.
 Bật nhạc nước (white noise) ở mức nhỏ để đưa não về trạng thái thư giãn.
 Kết hợp thở bụng 4 thì chậm rãi, nhẹ nhàng: Hít lấy khí vào bụng - nín thở - thở ra từ từ - nín thở.
 Đắp mặt nạ mắt bằng dưa leo, nha đam hoặc túi trà ấm để thư giãn và tăng tuần hoàn máu.
 Nếu vẫn khó ngủ, nên tham khảo bác sĩ cá nhân về bổ sung một số vi khoáng chất như magie, canxi... cho cơ thể.
Giúp bạn giảm căng thẳng cho mắt, hạn chế được tình trạng chùng nhão. Nên thoa tinh dầu hoặc kem dưỡng ẩm da mi lên tay trước khi massage (để giảm ma sát giữa bàn tay và mắt), dùng 2 ngón út và áp út để massage ít nhất 5 phút/ngày. 
Gioi thieu:
Cơ chế da mi chảy xệ:<br />Theo thời gian, da sẽ mất đi hai loại protein quan trọng được sản xuất trong lớp hạ bì là elastin và collagen. Trong đó, elastin mang lại độ đàn hồi cho da, giúp làn da săn chắc. Collagen được sản xuất bởi các nguyên bào sợi, có cấu trúc chặt chẽ, giúp da duy trì độ săn chắc. Cả hai protein này sẽ dần suy giảm hoặc mất dần theo tuổi tác; tuy nhiên, mi mắt nói riêng và vùng da quanh mắt (bao gồm bọng mắt, đuôi mắt) nói chung sẽ chịu tác động đầu tiên, do mô da mỏng so với các phần khác trên cơ thể.<br />Ngoài ra, cần chú ý các yếu tố bên ngoài ảnh hưởng đến làn da quanh mắt như:<br /><li>Tiếp xúc với tia cực tím</li><li>Chất ô nhiễm trong môi trường như khói thuốc lá</li><li>Lối sống: Thức khuya, nheo mắt do hoạt động lâu dưới trời nắng, thói quen biểu cảm...</li><li>Chế độ dinh dưỡng kém, không hỗ trợ tăng sinh collagen và elastin</li><li>Chu trình chăm sóc da không đảm bảo</li>
 
Ket luan:Kiểu gen của bạn liên quan đến xu hướng chùng nhão, chảy xệ da mí mắt ở mức thấp. Đây là đặc điểm có lợi, giúp cho vùng da quanh mắt đỡ bị lão hóa sớm.",trait
EFO_0004887_GCST90093316,Lượng tiêu thụ oxy tối đa,"Trait: Lượng tiêu thụ oxy tối đa 
Thuoc Nhom: Vận động - tập luyện 
Goi y chuyen gia:Tập luyện hiếu khí (aerobic): Duy trì thói quen tập luyện đều đặn là cách tốt nhất để cải thiện khả năng hấp thụ oxy tối đa. Bạn có thể bắt đầu các bộ môn như đi bộ, đạp xe, ... để dần dần xây dựng và nâng cao sức khỏe tim mạch.Rèn luyện sức mạnh: Luyện tập kháng lực cũng giúp cải thiện khả năng hấp thụ oxy của bạn. Bạn có ưu thế luyện tập các bài tập strongman, cũng như các bài tập với tạ ở khoảng rep cao (từ 15-20), trước khi tăng dần mức tạ và cường độ tập luyện. Hồi phục đầy đủ: Bạn cần đảm bảo có quá trình hồi phục sau khi vận động hoặc chơi thể thao. Khoảng cách giữa 2 buổi tập nên ít nhất là 24 giờ. 
Gioi thieu:Lượng tiêu thụ oxy tối đa, thường được gọi là VO2 max, bị ảnh hưởng bởi sự lựa chọn di truyền, tập luyện và lối sống. Di truyền có thể đóng một vai trò trong khả năng tự nhiên của một cá nhân trong việc cung cấp và sử dụng oxy trong quá trình hoạt động thể chất. Tuy nhiên, điều quan trọng cần lưu ý là những người có VO2 tối đa trung bình hoặc thấp vẫn có thể đạt được tiến bộ đáng kể về sức khỏe tim mạch bằng cách tuân theo chế độ tập luyện và lối sống phù hợp. Những người có VO2 max cao có thể có lợi thế trong các môn thể thao sức bền, nhưng bất kỳ ai cũng có thể cải thiện khả năng hiếu khí của mình bằng sự cống hiến và luyện tập đều đặn.
 
Ket luan:Những người có số đo hấp thụ oxy tối đa trung bình có khả năng hiếu khí vừa phải và có thể tập luyện để nâng cao thể lực tim mạch của họ.",trait
S17,Khả năng chống oxy hóa,"Trait: Khả năng chống oxy hóa 
Thuoc Nhom: Lão hóa da 
Goi y chuyen gia:Cụ thể, các loại quả mọng (việt quất xanh, mâm xôi, kỷ tử, dâu tây, việt quất đen, nam việt quất, nho), trà xanh, chocolate đen và cà phê chứa nhiều hoạt chất chống oxy hóa. Các sản phẩm thịt và cá cũng chứa chất chống oxy hóa, nhưng ở mức độ thấp hơn. 
Gioi thieu:
Chất chống oxy hóa là những hoạt chất có tác dụng bảo vệ tế bào khỏi những tổn thương do các gốc tự do gây ra (bằng cách trung hòa gốc tự do). <br />Chất chống oxy hóa có thể tồn tại trong tự nhiên (rau củ, thực vật) hoặc nhân tạo (1 số vitamin tổng hợp). Cơ thể con người cũng sản xuất một số chất chống oxy hóa nội sinh (đây là khả năng chống oxy hóa bẩm sinh do gen). Cơ thể chúng ta cũng đón nhận các chất chống oxy hóa thông qua chế độ ăn uống hàng ngày, hoặc thực phẩm chức năng; đây là các nguồn ngoại sinh.
 
Ket luan:Kiểu gen của bạn có liên quan đến khả năng chống oxy hóa ở mức cao. 
Đây là lợi thế góp phần làm chậm quá trình lão hóa diễn ra trên cơ thể.",trait
EFO_0005268_GCST002040,Nồng độ kẽm,"Trait: Nồng độ kẽm 
Thuoc Nhom: Khoáng chất 
Goi y chuyen gia:Chế độ ăn uống cân bằng: Bạn nên bổ sung vào chế độ ăn những thực phẩm giàu kẽm, như thịt, các loại hạt và ngũ cốc nguyên hạt, các loài động vật có vỏ.Tham khảo chuyên gia dinh dưỡng: Bạn cũng nên tham khảo ý kiến của chuyên gia dinh dưỡng trước khi bổ sung kẽm, để đảm bảo bạn đáp ứng nhu cầu dinh dưỡng của mình một cách an toàn. 
Gioi thieu:Kẽm là một khoáng chất thiết yếu đóng vai trò quan trọng trong chức năng miễn dịch, chữa lành vết thương và các quá trình sinh lý khác nhau. Các yếu tố di truyền có thể ảnh hưởng đến khuynh hướng của một cá nhân đối với nồng độ kẽm huyết thanh cao, trung bình hoặc thấp. Lựa chọn dinh dưỡng và lối sống hợp lý là điều cần thiết để quản lý nồng độ kẽm và đảm bảo chức năng miễn dịch tối ưu và sức khỏe tổng thể. Bằng cách làm theo hướng dẫn chế độ ăn uống và tham khảo ý kiến các chuyên gia chăm sóc sức khỏe khi cần thiết, các cá nhân có thể giải quyết khuynh hướng di truyền của họ đối với mức kẽm và duy trì sức khỏe của họ.
 
Ket luan:Bạn được hưởng những lợi ích cơ bản về sức khỏe liên quan đến kẽm.",trait
W_Mental_2,Khuynh hướng lo lắng,"Trait: Khuynh hướng lo lắng 
Thuoc Nhom: Sức khỏe tinh thần 
Goi y chuyen gia:nan 
Gioi thieu:Và sẽ thật nguy hiểm nếu xu hướng lo lắng cản trở chúng ta làm điều mình yêu thích. Trong vài trường hợp cực đoan, nó có thể làm bạn lo sợ khi đi vào thang máy, băng qua đường hay thậm chí bước ra khỏi nhà. Nếu không được điều trị, tình trạng này sẽ tồi tệ hơn. 
Ket luan:Kiểu gen này cho thấy khuynh hướng lo âu của bạn ở mức trung bình, giống như phần lớn mọi người, bạn không quá lo lắng để tự hù dọa mình, cũng không quá chủ quan, vô tư trước những nguy hiểm, khó khăn. Hãy duy trì trạng thái cân bằng cảm xúc này nhé!",trait
